Repo Name,File Name,File Type,Release Version,TLSH Hash,Commit_Distance,SHA256 Hash,Imphash,Date Added,Intel
Logkiss/Rat-winos4.0-gh0st,1.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T1B6F25C869B980C82FCA78E30B5F4D52AAE31B64167B4C5EF6358C0641FC27C13A3975E,0,44335bb7123c8b6d6121f1ca9e30252641af86a355caaa9bc85b6ce0b3a19454,dedd415b5c33a3c593554b33ca32a5b7,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,Client.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T107567C42B662C5A1C7894630CE3AFBFCCB31BD059B96526761D0FEEB3A314E17D19218,0,f2fcd07300af21753f21c2ed86fd40335eba2c6beb49b2d63dbab370e5463559,7a895d337ba5d664eecf920568af2ab3,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,Dataencrypt.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T1D292A407DA664CA6D861D970166F1ABDCC317C970B608B871B2AFE8D9C31B40AD3778D,0,90fede5b58a0beb3e9dfddd5f36a5add1fe215b817705675ea452c718564f82d,9f75be0d84082fb7a798e43620ec0a73,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,Gh0st.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T1E9769D41AA52C8B2C3851430DC7AF3F917657E49ABF24677B1D0FEEB78721827C2521A,0,4d0ac144f8c297610edb552710c198eef0bac2ac1cacd8210a437941dae3987d,ea481caa6554015fdb38adc08fe780a0,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,HP_Star.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T111C6CF21777258B6D67205359BAAE3F9B73C992403B841F772802DE9E8344E23D3469F,0,150b0f104c5a024af620203a465335539deafca4f1480f3121be293d199deb7d,5af8c7862d04051ac2090d4b16336b63,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,Hero.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T1D656BE41B59AC0A6E68B05B0CDAB93799F387F5947E14663B284FEDF74322813D3212D,0,b9cd020561be2e11ff40e52f4b7d06b7f15badf1a9de756479fa47a7c1a07c37,c720e1e2973cef7420930d206a342655,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,ShellCode.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T14B038D637DD24177D4C186B060FA8F26BB7F266603564883DB44BC9A2E719F4DA3A343,0,f9ca4af19eabf12903d95fc63ea8de926cfbf77488fe1fa078c008693cd5ee54,bf84d5d1df105a88e94a3b0551127cc6,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,ShllCodeDec.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T1E5137C337DC10137CA81827558F89E0B6B3FA266027446D7DB1059CE2E72AE16D3BB83,0,88f71ad0fd37c7b18b286f12d629c53b2748bf74fec92ccab22c4cb461a20000,9f5fe7218364f54914389105df0acf9b,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,exe1.bin,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T11A23D1029699D49BD13E00325323DB2859A9DC610B8B0F5FBA543DAFBCB9378AC13374,0,7e09bdf9c8dcc77397c1eb4511e17d2a5dab4eb83489b241c263b550aa65463d,3bb9985def70b1d56ba27b5948fc84d4,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,gh0st.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T110D622B1A37180AAD038047C591695B8D9DC1C218F64EEEFA5E7FA4B65B02DC2381DF7,0,d24fbd4cdb4dec48793b304c6f35fdd9486a386435b3339d927491250a68dead,4d1397abb0dd1c0e248a008ed8b5ee0b,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,hfs.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T1C6152305EAB160CDDE5321784FAB894AE236D855CCF79A4B31EB380C5BAF7351026CB5,0,b77b542ddb10f2327b75ac6fbb144499b898d9c8e26028a18fc7955851176ed7,a2faeecc634162e7d292483eff53af44,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
Logkiss/Rat-winos4.0-gh0st,load.exe,N/A,git:a6a4b6368ef404496bfbb267db4367b6e03ca965,T18F51A963178281C3C81D16792147DD1FE46D87002BE48EDF8EC07874BA92E15772EB49,0,d340b6fffb83d27d86fcf5141d0ba7a2c5f65b843c73e818850bc8a52fbe997f,,2024-06-23T09:32:43Z,https://github.com/Logkiss/Rat-winos4.0-gh0st
