Repo Name,File Name,File Type,Release Version,TLSH Hash,Commit_Distance,Lines Changed,SHA256 Hash,Imphash,Date Added,Intel
praetorian-inc/ScoutSuite,scout.py,Python script; ASCII text executable,git:e7afa73,T160C09B57C505B0D069E012CED2689664DB6155195D50141821911D55EB70357159456D,0,N/A,72f774ca788d3ae12f706a0082695b6ed63289a1d35289114f91678d11187742,N/A,2019-04-10T08:11:53Z,https://github.com/praetorian-inc/ScoutSuite
praetorian-inc/ScoutSuite,scout.py,Python script; ASCII text executable,git:008d456,T122C09B67C505B0D069E012CED2689664DB62555D5D50141821A11D55DB70357059455E,10,22959,4fea25951cd6f7ace42ff91bd42a58513703517b00cf48db561b13397eaa3f04,N/A,2020-02-07T14:48:29Z,https://github.com/praetorian-inc/ScoutSuite
