Repo Name,File Name,File Type,Release Version,TLSH Hash,Commit_Distance,Lines Changed,SHA256 Hash,Imphash,Date Added,Intel
nullbind/Powershellery,Stable-ish/ADS/Get-ExploitableSystems.psm1,ASCII text,git:863a502,T19DB2DEDD1E2050E82132C6E4BFEFBB52DD20259B4CE56DA2FA9DC487ABC1196E03D5C1,0,N/A,5bf1c7927d5a44aad11ab88b6d46a3f33985a850987256a5dab841c3d11d61d7,N/A,2015-04-09T00:36:36Z,https://github.com/nullbind/Powershellery
nullbind/Powershellery,Stable-ish/ADS/Get-ExploitableSystems.psm1,ASCII text,git:4cb0adc,T1FBB2DEDD1E2050E82132C6E4BFEFBB52DD20259B4CE56DA2FA9DC487ABC1196E03D5C1,1,25041,94d012f3feb2182968b2e65541ff88ac7d8cf21b24bb19ef24f29e1a4e61d6c1,N/A,2015-10-06T17:07:54Z,https://github.com/nullbind/Powershellery
nullbind/Powershellery,Stable-ish/MSSQL/evil64.dll,PE32+ executable (DLL) (GUI) x86-64; for MS Windows; 10 sections,git:be7d24c,T18843E54BB7A860FBD176D13EE9D21229B5B0706053366BDB11480A391F227EC3D3E799,0,N/A,6c8ec19e521e7b19bb5eb2a8505d731e10cd6e3a35a8b9ee5f335d1ea60356c9,e7b28f5277ff86a8020efcb1cb558675,2016-03-19T03:17:58Z,https://github.com/nullbind/Powershellery
